customer_id,customer_name,customer_segment,order_details_id,order_id,product_id,quantity,order_discount,order_profits,order_profit_ratio,order_sales,order_date,shipping_city,shipping_state,shipping_region,shipping_country,shipping_postal_code,shipping_date,shipping_mode,product_name,product_category,product_subcategory,product_manufacturer
527,Michael Moore,Consumer,42,CA-2015-101266,1689,2,0,6,0.48,13,8/27/2015,Springfield,Virginia,South,United States,22153,8/30/2015,Second Class,Xerox 1898,Office Supplies,Paper,Xerox
734,Tamara Willingham,Home Office,43,CA-2015-101364,999,13,0.2,100,0.34,297,12/22/2015,New York City,New York,East,United States,10011,12/26/2015,Standard Class,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,Other
42,Ann Steele,Home Office,44,CA-2015-101392,112,7,0,70,0.26,269,12/7/2015,Seattle,Washington,West,United States,98103,12/13/2015,Standard Class,Advantus Rolling Drawer Organizers,Office Supplies,Storage,Advantus
37,Andy Yotov,Corporate,45,CA-2015-101427,590,3,0.2,1,0.14,8,12/26/2015,Philadelphia,Pennsylvania,East,United States,19140,12/30/2015,Standard Class,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,Art,Eldon
82,Benjamin Patterson,Consumer,46,CA-2015-101462,727,4,0,28,0.46,60,4/20/2015,Los Angeles,California,West,United States,90045,4/25/2015,Standard Class,"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings,GE
698,Shirley Daniels,Home Office,47,CA-2015-101476,605,1,0,30,0.43,70,9/12/2015,New Rochelle,New York,East,United States,10801,9/13/2015,First Class,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Technology,Machines,Epson
149,Chris Selesnick,Corporate,48,CA-2015-101560,475,4,0,4,0.33,13,11/28/2015,Columbia,South Carolina,South,United States,29203,12/1/2015,Second Class,Crayola Colored Pencils,Office Supplies,Art,Crayola
149,Chris Selesnick,Corporate,49,CA-2015-101560,715,3,0,22,0.49,46,11/28/2015,Columbia,South Carolina,South,United States,29203,12/1/2015,Second Class,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,GBC
149,Chris Selesnick,Corporate,50,CA-2015-101560,1728,7,0,40,0.47,86,11/28/2015,Columbia,South Carolina,South,United States,29203,12/1/2015,Second Class,Xerox 1933,Office Supplies,Paper,Xerox
149,Chris Selesnick,Corporate,51,CA-2015-101560,559,5,0,44,0.11,398,11/28/2015,Columbia,South Carolina,South,United States,29203,12/1/2015,Second Class,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,Eldon
539,Mick Crebagga,Consumer,52,CA-2015-101602,147,3,0.2,-9,-0.23,41,12/15/2015,El Paso,Texas,Central,United States,79907,12/18/2015,First Class,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,Other
539,Mick Crebagga,Consumer,53,CA-2015-101602,996,5,0.3,-22,-0.03,763,12/15/2015,El Paso,Texas,Central,United States,79907,12/18/2015,First Class,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,Other
415,Karen Bern,Corporate,54,CA-2015-101770,257,1,0.7,-1,-0.7,2,3/31/2015,Miami,Florida,South,United States,33180,4/4/2015,Standard Class,Avery Hole Reinforcements,Office Supplies,Binders,Avery
283,Frank Gastineau,Home Office,55,CA-2015-101833,1475,3,0,17,0.5,34,11/17/2015,New York City,New York,East,United States,10024,11/22/2015,Second Class,Southworth 100% Cotton The Best Paper,Office Supplies,Paper,Southworth
757,Todd Sumrall,Corporate,56,CA-2015-101931,1445,2,0,0,0.01,6,10/28/2015,Los Angeles,California,West,United States,90049,10/31/2015,First Class,Serrated Blade or Curved Handle Hand Letter Openers,Office Supplies,Supplies,Other
757,Todd Sumrall,Corporate,57,CA-2015-101931,260,2,0.2,2,0.31,7,10/28/2015,Los Angeles,California,West,United States,90049,10/31/2015,First Class,Avery Non-Stick Binders,Office Supplies,Binders,Avery
757,Todd Sumrall,Corporate,58,CA-2015-101931,583,5,0,38,0.27,141,10/28/2015,Los Angeles,California,West,United States,90049,10/31/2015,First Class,Eldon Portable Mobile Manager,Office Supplies,Storage,Eldon
757,Todd Sumrall,Corporate,59,CA-2015-101931,1307,2,0,14,0.03,481,10/28/2015,Los Angeles,California,West,United States,90049,10/31/2015,First Class,Premier Automatic Letter Opener,Office Supplies,Supplies,Other
757,Todd Sumrall,Corporate,60,CA-2015-101931,1196,6,0.15,-36,-0.06,617,10/28/2015,Los Angeles,California,West,United States,90049,10/31/2015,First Class,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,O'Sullivan
660,Russell Applegate,Consumer,61,CA-2015-102008,1572,1,0,24,0.5,49,9/30/2015,New York City,New York,East,United States,10011,10/4/2015,Standard Class,Tops Green Bar Computer Printout Paper,Office Supplies,Paper,Other
400,Joy Daniels,Consumer,62,CA-2015-102085,230,4,0,14,0.47,29,10/4/2015,Seattle,Washington,West,United States,98115,10/9/2015,Standard Class,Avery 519,Office Supplies,Labels,Avery
204,Dave Hallsten,Corporate,63,CA-2015-102274,1137,3,0,1,0.27,5,11/21/2015,Richmond,Kentucky,South,United States,40475,11/26/2015,Standard Class,Newell 322,Office Supplies,Art,Newell
204,Dave Hallsten,Corporate,64,CA-2015-102274,1001,1,0,10,0.27,37,11/21/2015,Richmond,Kentucky,South,United States,40475,11/26/2015,Standard Class,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,Phones,Logitech
204,Dave Hallsten,Corporate,65,CA-2015-102274,1483,3,0,10,0.05,194,11/21/2015,Richmond,Kentucky,South,United States,40475,11/26/2015,Standard Class,Space Solutions Commercial Steel Shelving,Office Supplies,Storage,Space Solutions
204,Dave Hallsten,Corporate,66,CA-2015-102274,1111,6,0,302,0.48,629,11/21/2015,Richmond,Kentucky,South,United States,40475,11/26/2015,Standard Class,Multicolor Computer Printout Paper,Office Supplies,Paper,Other
265,Erica Hackney,Consumer,67,CA-2015-102295,758,1,0.2,-18,-0.15,121,11/24/2015,Sacramento,California,West,United States,95823,11/26/2015,Second Class,"Global Leather & Oak Executive Chair, Burgundy",Furniture,Chairs,Global
57,Arianne Irving,Consumer,68,CA-2015-102330,122,6,0,44,0.5,89,12/29/2015,Brentwood,California,West,United States,94513,1/3/2016,Standard Class,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels,Other
57,Arianne Irving,Consumer,69,CA-2015-102330,884,4,0.2,36,0.11,320,12/29/2015,Brentwood,California,West,United States,94513,1/3/2016,Standard Class,HTC One,Technology,Phones,HTC
336,Ionia McGrath,Consumer,70,CA-2015-102645,1746,6,0,19,0.48,40,1/23/2015,Las Vegas,Nevada,West,United States,89115,1/28/2015,Standard Class,Xerox 195,Office Supplies,Paper,Xerox
37,Andy Yotov,Corporate,71,CA-2015-102652,1815,3,0,9,0.48,19,4/6/2015,Los Angeles,California,West,United States,90049,4/12/2015,Standard Class,Xerox 211,Office Supplies,Paper,Xerox
37,Andy Yotov,Corporate,72,CA-2015-102652,393,7,0,13,0.39,33,4/6/2015,Los Angeles,California,West,United States,90049,4/12/2015,Standard Class,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings,C-Line
37,Andy Yotov,Corporate,73,CA-2015-102652,1735,1,0,27,0.48,55,4/6/2015,Los Angeles,California,West,United States,90049,4/12/2015,Standard Class,Xerox 194,Office Supplies,Paper,Xerox
37,Andy Yotov,Corporate,74,CA-2015-102652,1537,2,0,16,0.17,92,4/6/2015,Los Angeles,California,West,United States,90049,4/12/2015,Standard Class,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,Furnishings,Tenex
441,Ken Heidel,Corporate,75,CA-2015-102673,1507,5,0.2,1,0.19,8,11/1/2015,Charlotte,North Carolina,South,United States,28205,11/5/2015,Standard Class,Staples,Office Supplies,Fasteners,Other
441,Ken Heidel,Corporate,76,CA-2015-102673,1135,3,0.2,1,0.09,10,11/1/2015,Charlotte,North Carolina,South,United States,28205,11/5/2015,Standard Class,Newell 320,Office Supplies,Art,Newell
441,Ken Heidel,Corporate,77,CA-2015-102673,224,12,0.2,16,0.33,48,11/1/2015,Charlotte,North Carolina,South,United States,28205,11/5/2015,Standard Class,Avery 513,Office Supplies,Labels,Avery
441,Ken Heidel,Corporate,78,CA-2015-102673,435,9,0.2,110,0.11,979,11/1/2015,Charlotte,North Carolina,South,United States,28205,11/5/2015,Standard Class,Cisco IP Phone 7961G VoIP phone - Dark gray,Technology,Phones,Cisco
475,Logan Currie,Consumer,79,CA-2015-102869,1814,3,0.2,5,0.35,16,9/9/2015,Philadelphia,Pennsylvania,East,United States,19140,9/14/2015,Second Class,Xerox 210,Office Supplies,Paper,Xerox
475,Logan Currie,Consumer,80,CA-2015-102869,1056,3,0.2,5,0.29,17,9/9/2015,Philadelphia,Pennsylvania,East,United States,19140,9/14/2015,Second Class,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,Master Caster
475,Logan Currie,Consumer,81,CA-2015-102869,1363,6,0.2,-5,-0.08,65,9/9/2015,Philadelphia,Pennsylvania,East,United States,19140,9/14/2015,Second Class,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Accessories,Other
475,Logan Currie,Consumer,82,CA-2015-102869,1295,1,0.4,-32,-0.23,136,9/9/2015,Philadelphia,Pennsylvania,East,United States,19140,9/14/2015,Second Class,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,Polycom
312,Greg Maxwell,Corporate,83,CA-2015-102988,1754,2,0,6,0.49,13,4/5/2015,Alexandria,Virginia,South,United States,22304,4/9/2015,Second Class,Xerox 1957,Office Supplies,Paper,Xerox
312,Greg Maxwell,Corporate,84,CA-2015-102988,475,7,0,8,0.33,23,4/5/2015,Alexandria,Virginia,South,United States,22304,4/9/2015,Second Class,Crayola Colored Pencils,Office Supplies,Art,Crayola
312,Greg Maxwell,Corporate,85,CA-2015-102988,1136,7,0,7,0.29,23,4/5/2015,Alexandria,Virginia,South,United States,22304,4/9/2015,Second Class,Newell 321,Office Supplies,Art,Newell
312,Greg Maxwell,Corporate,86,CA-2015-102988,159,1,0,8,0.29,29,4/5/2015,Alexandria,Virginia,South,United States,22304,4/9/2015,Second Class,AT&T CL82213,Technology,Phones,AT&T
312,Greg Maxwell,Corporate,87,CA-2015-102988,1050,5,0,83,0.02,4164,4/5/2015,Alexandria,Virginia,South,United States,22304,4/9/2015,Second Class,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,Martin-Yale
18,Alejandro Grove,Consumer,88,CA-2015-103058,421,2,0,8,0.08,100,7/23/2015,New York City,New York,East,United States,10011,7/24/2015,First Class,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,Other
277,Evan Bailliet,Consumer,89,CA-2015-103086,678,2,0.6,-2,-0.3,5,10/17/2015,Houston,Texas,Central,United States,77095,10/19/2015,Second Class,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings,G. E.
7,Adrian Barton,Consumer,90,CA-2015-103100,195,1,0,2,0.47,4,12/20/2015,Indianapolis,Indiana,Central,United States,46203,12/23/2015,First Class,Avery 487,Office Supplies,Labels,Avery
7,Adrian Barton,Consumer,91,CA-2015-103100,898,3,0,497,0.45,1104,12/20/2015,Indianapolis,Indiana,Central,United States,46203,12/23/2015,First Class,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,Ibico
785,Vivek Grady,Corporate,92,CA-2015-103191,1377,3,0.2,-83,-0.25,332,9/22/2015,Chicago,Illinois,Central,United States,60653,9/27/2015,Standard Class,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage,SAFCO
81,Benjamin Farhat,Home Office,93,CA-2015-103219,548,9,0,21,0.38,57,11/9/2015,New York City,New York,East,United States,10035,11/13/2015,Standard Class,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,Eldon
311,Greg Matthias,Consumer,94,CA-2015-103310,1480,2,0,19,0.48,40,5/10/2015,San Jose,California,West,United States,95123,5/15/2015,Standard Class,Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,Paper,Southworth
311,Greg Matthias,Consumer,95,CA-2015-103310,75,6,0,11,0.27,41,5/10/2015,San Jose,California,West,United States,95123,5/15/2015,Standard Class,Acme Design Stainless Steel Bent Scissors,Office Supplies,Supplies,Acme
311,Greg Matthias,Consumer,96,CA-2015-103310,846,1,0.2,32,0.13,257,5/10/2015,San Jose,California,West,United States,95123,5/15/2015,Standard Class,Hon Pagoda Stacking Chairs,Furniture,Chairs,Hon
311,Greg Matthias,Consumer,97,CA-2015-103310,1629,5,0.2,125,0.09,1432,5/10/2015,San Jose,California,West,United States,95123,5/15/2015,Standard Class,Wilson Electronics DB Pro Signal Booster,Technology,Phones,Other
234,Don Miller,Corporate,98,CA-2015-103317,1641,5,0.7,-7,-0.7,10,7/5/2015,Palm Coast,Florida,South,United States,32137,7/8/2015,First Class,Wilson Jones Four-Pocket Poly Binders,Office Supplies,Binders,Wilson Jones
234,Don Miller,Corporate,99,CA-2015-103317,108,2,0.2,5,0.28,20,7/5/2015,Palm Coast,Florida,South,United States,32137,7/8/2015,First Class,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,Advantus
234,Don Miller,Corporate,100,CA-2015-103317,1040,3,0.2,16,0.08,213,7/5/2015,Palm Coast,Florida,South,United States,32137,7/8/2015,First Class,Luxo Adjustable Task Clamp Lamp,Furniture,Furnishings,Luxo
420,Karl Braun,Consumer,101,CA-2015-103331,274,1,0,2,0.46,3,8/26/2015,Newark,Delaware,East,United States,19711,9/1/2015,Standard Class,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,Other
420,Karl Braun,Consumer,102,CA-2015-103331,91,4,0,4,0.38,11,8/26/2015,Newark,Delaware,East,United States,19711,9/1/2015,Standard Class,Acrylic Self-Standing Desk Frames,Furniture,Furnishings,Other
420,Karl Braun,Consumer,103,CA-2015-103331,1776,3,0,8,0.49,17,8/26/2015,Newark,Delaware,East,United States,19711,9/1/2015,Standard Class,Xerox 1978,Office Supplies,Paper,Xerox
265,Erica Hackney,Consumer,104,CA-2015-103366,1000,5,0,66,0.44,150,1/15/2015,Roswell,Georgia,South,United States,30076,1/17/2015,First Class,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,Logitech
117,Bruce Stewart,Consumer,105,CA-2015-103373,144,2,0.4,-169,-0.22,780,5/18/2015,Cleveland,Ohio,East,United States,44105,5/24/2015,Standard Class,Apple iPhone 5,Technology,Phones,Apple
303,Georgia Rosenberg,Corporate,106,CA-2015-103401,1815,2,0,6,0.48,13,11/21/2015,San Francisco,California,West,United States,94110,11/26/2015,Standard Class,Xerox 211,Office Supplies,Paper,Xerox
454,Laurel Workman,Corporate,107,CA-2015-103429,699,2,0.2,9,0.35,26,5/30/2015,New York City,New York,East,United States,10024,6/1/2015,First Class,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,Binders,GBC
454,Laurel Workman,Corporate,108,CA-2015-103429,1744,4,0,18,0.45,40,5/30/2015,New York City,New York,East,United States,10024,6/1/2015,First Class,Xerox 1948,Office Supplies,Paper,Xerox
454,Laurel Workman,Corporate,109,CA-2015-103429,855,3,0,78,0.33,236,5/30/2015,New York City,New York,East,United States,10024,6/1/2015,First Class,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances,Honeywell
454,Laurel Workman,Corporate,110,CA-2015-103429,733,5,0,135,0.29,464,5/30/2015,New York City,New York,East,United States,10024,6/1/2015,First Class,Geemarc AmpliPOWER60,Technology,Phones,Other
180,Craig Molinari,Corporate,111,CA-2015-103492,260,1,0.8,-2,-1.75,1,10/10/2015,Huntsville,Texas,Central,United States,77340,10/15/2015,Standard Class,Avery Non-Stick Binders,Office Supplies,Binders,Avery
180,Craig Molinari,Corporate,112,CA-2015-103492,695,5,0.8,-19,-1.6,12,10/10/2015,Huntsville,Texas,Central,United States,77340,10/15/2015,Standard Class,GBC Personal VeloBind Strips,Office Supplies,Binders,GBC
180,Craig Molinari,Corporate,113,CA-2015-103492,1105,6,0.2,72,0.1,720,10/10/2015,Huntsville,Texas,Central,United States,77340,10/15/2015,Standard Class,Motorola Droid Maxx,Technology,Phones,Motorola
180,Craig Molinari,Corporate,114,CA-2015-103492,431,7,0.2,66,0.09,756,10/10/2015,Huntsville,Texas,Central,United States,77340,10/15/2015,Standard Class,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,Cisco
147,Chris Cortes,Consumer,115,CA-2015-103527,132,3,0.2,3,0.31,11,9/9/2015,Chicago,Illinois,Central,United States,60653,9/14/2015,Second Class,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Office Supplies,Paper,Ampad
366,Jeremy Lonsdale,Consumer,116,CA-2015-103590,1252,4,0,29,0.47,62,11/30/2015,Mount Vernon,New York,East,United States,10550,12/4/2015,Standard Class,Park Ridge Embossed Executive Business Envelopes,Office Supplies,Envelopes,Other
547,Mitch Webber,Consumer,117,CA-2015-103660,1299,7,0.2,76,0.08,1008,8/25/2015,Seattle,Washington,West,United States,98103,8/30/2015,Standard Class,Polycom VVX 310 VoIP phone,Technology,Phones,Polycom
59,Art Foster,Consumer,118,CA-2015-103702,1309,7,0.7,-47,-0.73,64,9/12/2015,Fairfield,Ohio,East,United States,45014,9/17/2015,Standard Class,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,Premier
524,Michael Grace,Home Office,119,CA-2015-103744,696,3,0.8,-7,-1.55,4,2/23/2015,El Paso,Texas,Central,United States,79907,2/27/2015,Standard Class,GBC Plastic Binding Combs,Office Supplies,Binders,GBC
524,Michael Grace,Home Office,120,CA-2015-103744,1506,3,0.2,2,0.34,7,2/23/2015,El Paso,Texas,Central,United States,79907,2/27/2015,Standard Class,Staple-on labels,Office Supplies,Labels,Staple-on labels
199,Darren Powers,Consumer,121,CA-2015-103800,1088,2,0.2,6,0.34,16,1/3/2015,Houston,Texas,Central,United States,77095,1/7/2015,Standard Class,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper,Message Book
